"x","y","z","vsx_rx","optix","domain","density","knnd","sample"
24600.30078125,31629.400390625,-124.200996398926,857.5,2233,"Optix",2.90551351301921e-06,3.95584468891074,"Larval brain 1"
24599.900390625,31626.30078125,-121.047996520996,817.5,2106,"Optix",2.28578597896686e-06,4.04202357481121,"Larval brain 1"
24587.80078125,31619.69921875,-129.464996337891,853.5,2349,"Optix",2.60993902412164e-06,4.33481231126083,"Larval brain 1"
24587.400390625,31616.80078125,-126.695999145508,985,2225,"Optix",2.71509200829477e-06,4.35848749073802,"Larval brain 1"
24585.099609375,31621.69921875,-138.742004394531,812.5,1969,"Optix",8.7858556602523e-07,5.01366295487838,"Larval brain 1"
24602.900390625,31632.900390625,-125.438003540039,772.5,2335,"Optix",2.89641896145004e-06,4.73812118311175,"Larval brain 1"
24604.099609375,31636.400390625,-128.035003662109,773,2249,"Optix",2.69316884946567e-06,4.7150233790189,"Larval brain 1"
24595.099609375,31628.30078125,-128.738006591797,817,2331,"Optix",2.86231609669648e-06,5.15499384059159,"Larval brain 1"
24581.5,31618.400390625,-131.38200378418,853.5,2239,"Optix",2.32826933006286e-06,4.83511821602941,"Larval brain 1"
24576.400390625,31615.30078125,-137.037994384766,817.5,2166,"Optix",1.60080133859036e-06,5.76891468681351,"Larval brain 1"
24592.19921875,31622.80078125,-121.175003051758,853.5,2127,"Optix",2.00017571248668e-06,4.87448615618192,"Larval brain 1"
24548.30078125,31586.900390625,-140.505996704102,2123,2293,"Rx",1.1910751750355e-06,5.16104992152162,"Larval brain 1"
24597.5,31629,-122.18399810791,853.5,2095,"Optix",2.47305563079719e-06,4.28061182762418,"Larval brain 1"
24572.69921875,31609.80078125,-136.298004150391,817.5,2077,"Optix",1.869019428543e-06,5.43098329373075,"Larval brain 1"
24585.5,31617.900390625,-123.180000305176,939,2045,"Optix",2.24046823351044e-06,5.09013546720866,"Larval brain 1"
24594.69921875,31626.099609375,-122.592002868652,731.5,2137,"Optix",2.56946761351048e-06,4.70243869982875,"Larval brain 1"
24584,31617.900390625,-129.054000854492,781.5,2227,"Optix",2.62858416098101e-06,3.94895417291075,"Larval brain 1"
24597.900390625,31632.099609375,-125.098999023438,812.5,2339,"Optix",2.92739808598983e-06,4.3868287342931,"Larval brain 1"
24573.400390625,31614.5,-133.748992919922,813,2425,"Optix",2.26366742184704e-06,4.97846151146403,"Larval brain 1"
24586.5,31620.900390625,-126.160003662109,934.5,2335,"Optix",2.93174237928557e-06,4.10937024596654,"Larval brain 1"
24568.80078125,31608.599609375,-139.966003417969,812.5,1887,"Optix",1.12606892013668e-06,5.25805199669962,"Larval brain 1"
24584.30078125,31622.5,-133.485000610352,857.5,2045,"Optix",1.95152808651003e-06,5.35415447996689,"Larval brain 1"
24607.900390625,31625.400390625,-121.033996582031,731.5,2167,"Optix",2.63747306660192e-06,4.54078431381896,"Larval brain 1"
24583.19921875,31605.900390625,-121.857002258301,1061.5,1143,"Rx",1.33057871027856e-06,11.9202124207221,"Larval brain 1"
24596.900390625,31618.099609375,-124.307998657227,939,2257,"Optix",2.70460479560703e-06,4.65034002293111,"Larval brain 1"
24609.400390625,31630.69921875,-123.503997802734,736.5,2173,"Optix",2.8143782163842e-06,4.81511764201943,"Larval brain 1"
24595.30078125,31621,-131.037002563477,1061,2289,"Optix",2.10597405793098e-06,5.38047811989073,"Larval brain 1"
24605,31627.900390625,-128.828994750977,776.5,2091,"Optix",2.63604487305908e-06,4.62723914347631,"Larval brain 1"
24618,31638.099609375,-121.774002075195,812.5,1599,"Optix",2.21681377115007e-06,6.90902945387926,"Larval brain 1"
24595.69921875,31623.30078125,-135.414993286133,853.5,2012,"Optix",1.15692304557877e-06,5.73969285291366,"Larval brain 1"
24606.400390625,31628.5,-123.730003356934,700.5,2145,"Optix",2.90913052511611e-06,4.26627558802524,"Larval brain 1"
24592,31618.5,-128.119003295898,863,2265,"Optix",2.68782936546316e-06,5.02817523927322,"Larval brain 1"
24599.099609375,31623.099609375,-129.544006347656,898.5,1979,"Optix",2.55235982181909e-06,5.27132574521597,"Larval brain 1"
24591.5,31619.900390625,-134.738006591797,813,2019,"Optix",1.37282509528752e-06,5.55921241176058,"Larval brain 1"
24593.19921875,31616.19921875,-124.843002319336,975,2015,"Optix",2.60421919450542e-06,4.43494474299062,"Larval brain 1"
24603.69921875,31625.599609375,-121.932998657227,772.5,2209,"Optix",2.70862993301216e-06,3.8347241325569,"Larval brain 1"
24594.19921875,31616.599609375,-122.051002502441,975,2015,"Optix",2.25519618445514e-06,4.81798438645668,"Larval brain 1"
24602.099609375,31623.5,-121.447998046875,695.5,2287,"Optix",2.52828364842541e-06,4.09566432604042,"Larval brain 1"
24607.69921875,31633.400390625,-127.942001342773,776.5,2293,"Optix",2.68885781409399e-06,4.80976042922411,"Larval brain 1"
24597.80078125,31622.400390625,-120.782997131348,893,2173,"Optix",2.14622940329885e-06,5.0684553374232,"Larval brain 1"
24616,31641.69921875,-128.192993164062,975.5,1351,"Rx",2.00898210892068e-06,7.24926960735327,"Larval brain 1"
24603.30078125,31627.599609375,-125.226997375488,695.5,2123,"Optix",2.97548976978994e-06,3.87929159998176,"Larval brain 1"
24604.599609375,31631.30078125,-128.981994628906,731.5,2379,"Optix",2.59174878661457e-06,4.24934019446933,"Larval brain 1"
24609.400390625,31635.599609375,-123.752998352051,837.5,2055,"Optix",2.68860234290939e-06,5.65520859178038,"Larval brain 1"
24588,31621.599609375,-134.195007324219,817.5,2087,"Optix",1.63437765417784e-06,4.84626877748246,"Larval brain 1"
24613,31630,-129.050994873047,772.5,2369,"Optix",2.3662635914483e-06,5.13027616110438,"Larval brain 1"
24601.599609375,31622.400390625,-133.386993408203,817.5,2051,"Optix",1.35050318189388e-06,5.05334494189812,"Larval brain 1"
24609.19921875,31621.900390625,-119.003997802734,893.5,2307,"Optix",2.06776749099212e-06,3.97377225516768,"Larval brain 1"
24591,31604.400390625,-119.657997131348,1025.5,1061.5,"Rx",1.11812282772191e-06,12.6384934185958,"Larval brain 1"
24600.19921875,31622.599609375,-137.92399597168,772.5,2001,"Optix",6.87912896173086e-07,6.24999593077705,"Larval brain 1"
24602,31620.30078125,-127.615997314453,948.5,2261,"Optix",2.7203794635021e-06,4.99183782962467,"Larval brain 1"
24600.19921875,31618.400390625,-124.962997436523,1061,2385,"Optix",2.74124771521123e-06,4.88432763023136,"Larval brain 1"
24614.80078125,31630.19921875,-123.167999267578,817.5,2167,"Optix",2.80580085549462e-06,4.74251854531126,"Larval brain 1"
24613.30078125,31628.5,-122.745002746582,772.5,2213,"Optix",2.8613434190802e-06,4.16271204886614,"Larval brain 1"
24612.400390625,31633.400390625,-129.682006835938,781.5,2299,"Optix",2.200153418158e-06,5.28913571286652,"Larval brain 1"
24602.099609375,31618.400390625,-120.143997192383,855.5,2143,"Optix",2.13226446910742e-06,4.94479383227969,"Larval brain 1"
24605.19921875,31621.099609375,-119.319999694824,979,2299,"Optix",1.99345439841626e-06,4.60025412019509,"Larval brain 1"
24615.599609375,31635.19921875,-124.781997680664,813,2285,"Optix",2.6316464670047e-06,5.50086906563076,"Larval brain 1"
24605.599609375,31616.80078125,-121.779998779297,979,2461,"Optix",2.62456592120721e-06,4.6848418302211,"Larval brain 1"
24608.099609375,31621.400390625,-129.988998413086,893.5,2055,"Optix",2.14621217171926e-06,5.83202703193513,"Larval brain 1"
24609.900390625,31619.19921875,-120.819999694824,975.5,2533,"Optix",2.66484105780088e-06,4.26742125709207,"Larval brain 1"
24607.69921875,31617.80078125,-124.438003540039,1101.5,2343,"Optix",2.74589072665269e-06,4.58653435840415,"Larval brain 1"
24619.80078125,31631.599609375,-125.379997253418,853.5,2411,"Optix",2.60670643868471e-06,5.21003380782903,"Larval brain 1"
24616.69921875,31631.30078125,-129.276000976562,857.5,2285,"Optix",2.20376491290825e-06,4.83408780853828,"Larval brain 1"
24611.5,31621,-118.649002075195,935,2377,"Optix",2.05990730434284e-06,4.51250814546914,"Larval brain 1"
24603.30078125,31619.5,-134.005004882812,862.5,2009,"Optix",1.13442931697259e-06,5.53007962773384,"Larval brain 1"
24619.69921875,31635.099609375,-131.311004638672,1151.5,1639,"Optix",1.47105653431232e-06,6.59398997904091,"Larval brain 1"
24612.19921875,31625.69921875,-122.017997741699,812.5,2435,"Optix",2.90693046959807e-06,4.57252772572018,"Larval brain 1"
24624.30078125,31629.5,-124.125999450684,979,2518,"Optix",2.68836443979049e-06,4.82872513746544,"Larval brain 1"
24610,31613.400390625,-120.420997619629,1061,2249,"Optix",2.56147623219718e-06,5.00457615424056,"Larval brain 1"
24621.69921875,31624.19921875,-118.544998168945,979.5,2331,"Optix",2.301150765063e-06,4.4275951112677,"Larval brain 1"
24536,31543.099609375,-121.602996826172,975,1229,"Rx",2.18670403942173e-07,12.8554508811949,"Larval brain 1"
24619.099609375,31622.30078125,-118.325996398926,975.5,2451,"Optix",2.1787061397898e-06,4.56947339676316,"Larval brain 1"
24624.19921875,31633.69921875,-128.569000244141,1179,1793,"Optix",2.06755458623586e-06,5.82039909978132,"Larval brain 1"
24617.099609375,31626.5,-127.314002990723,776.5,2421,"Optix",2.63154619138208e-06,5.39835167257785,"Larval brain 1"
24616.5,31625.30078125,-121.911003112793,893.5,2547,"Optix",2.97062177986108e-06,4.79085211363872,"Larval brain 1"
24620.5,31626.900390625,-121.313003540039,817.5,2507,"Optix",2.83314797323521e-06,4.7283563851743,"Larval brain 1"
24623.599609375,31632.599609375,-122.74299621582,1030,2117,"Optix",2.59811740641458e-06,4.99618981334912,"Larval brain 1"
24604.19921875,31617.099609375,-129.063995361328,1137,2289,"Optix",2.26670371202759e-06,5.32899367360695,"Larval brain 1"
24607,31624,-138.233001708984,772.5,1693,"Optix",5.45977103079811e-07,6.99774147180871,"Larval brain 1"
24629.69921875,31632.400390625,-129.639007568359,1269,1685,"Optix",1.73914397161464e-06,6.27015684902304,"Larval brain 1"
24621.900390625,31624.400390625,-127.037002563477,1101.5,2615,"Optix",2.60561988397317e-06,5.13530516950174,"Larval brain 1"
24624.69921875,31621.80078125,-119.539001464844,1025.5,2457,"Optix",2.75233417751722e-06,4.60294813925687,"Larval brain 1"
24538.19921875,31541,-127.745002746582,1061,1473,"Rx",4.89477018772598e-07,8.67470216266511,"Larval brain 1"
24612.900390625,31617.80078125,-129.583999633789,985,2117,"Optix",2.05764767895703e-06,5.63488947272514,"Larval brain 1"
24612.900390625,31612.19921875,-121.167999267578,1183,2059,"Optix",2.67311872982402e-06,4.53620710272587,"Larval brain 1"
24622.19921875,31623.5,-123.068000793457,975.5,2651,"Optix",2.97158671184551e-06,4.65081231880927,"Larval brain 1"
24614.30078125,31613.400390625,-119.205001831055,1183.5,2140,"Optix",2.47378378326246e-06,3.99317143831922,"Larval brain 1"
24615,31616,-119.098999023438,1065,2339,"Optix",2.48059774781466e-06,4.47338273861001,"Larval brain 1"
24621.900390625,31627.599609375,-129.305999755859,1187,2529,"Optix",2.12243643439727e-06,5.52416444649805,"Larval brain 1"
24609.19921875,31620.80078125,-135.589996337891,736.5,1837,"Optix",8.02839743083716e-07,6.48384597748546,"Larval brain 1"
24533,31539.099609375,-132.287002563477,1797,1657,"Rx",1.22105491470506e-06,6.31700710082026,"Larval brain 1"
24627.400390625,31631.099609375,-121.855003356934,853,2051,"Optix",2.57861456352342e-06,5.61233376230847,"Larval brain 1"
24608.900390625,31617.599609375,-126.860000610352,863,2267,"Optix",2.56519833452955e-06,4.77383274028275,"Larval brain 1"
24616.30078125,31620.19921875,-118.297996520996,939,2479,"Optix",2.13766626369025e-06,4.99428694159197,"Larval brain 1"
24588.099609375,31597.900390625,-137.716995239258,1811,1101,"Rx",6.25991587796304e-07,20.0168630451854,"Larval brain 1"
24531,31533.400390625,-133.863998413086,2005,1959,"Rx",1.76313971989373e-06,4.91590868896696,"Larval brain 1"
24621.69921875,31617.900390625,-118.408996582031,1015,2429,"Optix",2.41221768024689e-06,5.32072077285018,"Larval brain 1"
24628.400390625,31627.400390625,-127.968002319336,979.5,2293,"Optix",2.27914807519668e-06,5.39404355420636,"Larval brain 1"
24632.80078125,31629.30078125,-121.679000854492,893,2037,"Optix",2.56147527886915e-06,5.95937294651581,"Larval brain 1"
24638.599609375,31632.80078125,-118.985000610352,1020.5,1427,"Rx",1.7019215915872e-06,7.38626259841043,"Larval brain 1"
24617.599609375,31615.80078125,-123.980003356934,1061.5,2371,"Optix",2.77410648563668e-06,5.10917940196947,"Larval brain 1"
24531.5,31534.69921875,-136.774002075195,2079,1883,"Rx",1.52662922421772e-06,5.57693656028433,"Larval brain 1"
24616,31616.80078125,-127.115997314453,934.5,2227,"Optix",2.45582065659274e-06,4.91153983725574,"Larval brain 1"
24527.30078125,31530.80078125,-135.998992919922,1929,1609,"Rx",1.6233584305772e-06,6.39592358084346,"Larval brain 1"
24617.80078125,31620.80078125,-131.634002685547,898.5,1965,"Optix",1.45999621878577e-06,6.13739158385241,"Larval brain 1"
24637.19921875,31627.30078125,-124.13500213623,898.5,2299,"Optix",2.52121135503344e-06,4.9002760742261,"Larval brain 1"
24628.80078125,31618.599609375,-119.021003723145,1015.5,2719,"Optix",2.70799684223485e-06,4.44955504668882,"Larval brain 1"
24536.400390625,31532,-132.574996948242,1879,2005,"Rx",1.76132721954066e-06,5.34235933754852,"Larval brain 1"
24634.69921875,31624.400390625,-120.096000671387,935,2293,"Optix",2.69594106329113e-06,5.73768937891394,"Larval brain 1"
24627.900390625,31623.400390625,-127.033996582031,1071,2587,"Optix",2.52241005879997e-06,5.26400781801841,"Larval brain 1"
24621.400390625,31615.599609375,-131.246994018555,1020.5,2107,"Optix",1.45640575345434e-06,5.49169221643797,"Larval brain 1"
24633.30078125,31627.30078125,-127.366996765137,1070.5,2471,"Optix",2.29911182919217e-06,5.13175986122089,"Larval brain 1"
24624,31621.69921875,-138.544998168945,731.5,1685,"Optix",3.8698147916787e-07,7.06193587920349,"Larval brain 1"
24526.69921875,31524.599609375,-133.457000732422,1675,1675,"Rx",1.94048866367017e-06,6.88118908566097,"Larval brain 1"
24620,31617.30078125,-129.158996582031,949,2181,"Optix",2.07289682445368e-06,4.57240938342866,"Larval brain 1"
24630.19921875,31621.599609375,-122.475997924805,1101.5,2717,"Optix",2.96637834693168e-06,4.34334346681006,"Larval brain 1"
24515.5,31509.69921875,-127.825996398926,1645,1527,"Rx",9.31467480015051e-07,6.87972669409406,"Larval brain 1"
24634.30078125,31630.5,-131.473999023438,857.5,1465,"Rx",1.23834447982109e-06,7.05832445279883,"Larval brain 1"
24627.69921875,31624.30078125,-121.651000976562,1143,2633,"Optix",2.95674057104055e-06,5.11836623815506,"Larval brain 1"
24625.80078125,31617.599609375,-117.244003295898,1143,2308,"Optix",1.9622301168726e-06,4.71226373032942,"Larval brain 1"
24535.69921875,31536.69921875,-133.600997924805,1669,1879,"Rx",1.59975948120446e-06,5.25441980625235,"Larval brain 1"
24617.900390625,31612.099609375,-119.141998291016,1183,2457,"Optix",2.56894196281199e-06,4.64076266318666,"Larval brain 1"
24636.80078125,31618.400390625,-118.200996398926,1015.5,2293,"Optix",2.24729374562698e-06,4.41456951929188,"Larval brain 1"
24530.900390625,31518,-127.703002929688,2051,1721,"Rx",1.39669818491378e-06,6.43032589875377,"Larval brain 1"
24638.30078125,31623.900390625,-124.475997924805,1018,2488,"Optix",2.65297030338754e-06,4.92753403646455,"Larval brain 1"
24624.19921875,31605.30078125,-118.026000976562,1213,1935,"Optix",2.24881298254411e-06,4.93837889384425,"Larval brain 1"
24628,31610,-117.952003479004,1305,2475,"Optix",2.33787565008819e-06,3.88448418967591,"Larval brain 1"
24522.099609375,31509.5,-126.929000854492,2659,1929,"Rx",1.22287303633043e-06,4.98598391137801,"Larval brain 1"
24629.30078125,31619,-134.578994750977,865,1935,"Optix",8.98315730903513e-07,6.28120625129945,"Larval brain 1"
24540.599609375,31534.5,-136.677001953125,2263,2019,"Rx",1.74198666045826e-06,5.69244501762335,"Larval brain 1"
24531.19921875,31522.599609375,-134.238998413086,2379,2173,"Rx",2.36313971055533e-06,5.10490980616097,"Larval brain 1"
24518.80078125,31511.19921875,-136.662994384766,3469,1319,"Rx",1.31001911024185e-06,7.61378860773264,"Larval brain 1"
24538.400390625,31531.099609375,-136.79899597168,1761,2433,"Rx",1.87435082500845e-06,4.78730312800608,"Larval brain 1"
24628.599609375,31621.599609375,-136.869003295898,776.5,1711,"Optix",5.96009036030673e-07,6.82351658734954,"Larval brain 1"
24520,31506.30078125,-123.916000366211,2344,1685,"Rx",1.03986333747565e-06,5.25041089701624,"Larval brain 1"
24642.19921875,31627.69921875,-121.713996887207,989,1797,"Optix",2.30359014320607e-06,5.46764010170544,"Larval brain 1"
24631.099609375,31619.400390625,-123.279998779297,1097,2759,"Optix",2.93029995622641e-06,4.3771846584186,"Larval brain 1"
24534.19921875,31526,-134.268005371094,1667,2587,"Rx",2.27956801439809e-06,4.39148798270659,"Larval brain 1"
24623.5,31609.099609375,-117.601997375488,1137,2371,"Optix",2.10984842385422e-06,4.17603242370767,"Larval brain 1"
24624.30078125,31619.599609375,-135.063995361328,817.5,1875,"Optix",7.84506667224161e-07,5.57984273597904,"Larval brain 1"
24629.900390625,31613.400390625,-116.564002990723,1015.5,2447,"Optix",1.68757005644653e-06,4.62674740016394,"Larval brain 1"
24633.099609375,31623,-127.358001708984,1101,2669,"Optix",2.43823720317092e-06,5.08617156271354,"Larval brain 1"
24632.5,31618.5,-118.934997558594,1223,2709,"Optix",2.66805579264964e-06,4.31886718081953,"Larval brain 1"
24623.80078125,31609.5,-120.943000793457,1149,2513,"Optix",2.90350388145566e-06,4.5868768644768,"Larval brain 1"
24640.099609375,31627.30078125,-120.234001159668,989,1801,"Optix",2.27845925808062e-06,5.03094515244699,"Larval brain 1"
24626.400390625,31612.900390625,-116.254997253418,1195,2457,"Optix",1.52701187946915e-06,4.68507261874321,"Larval brain 1"
24620.599609375,31610.900390625,-119.774002075195,1115,2557,"Optix",2.74122792545384e-06,4.88687541389537,"Larval brain 1"
24532.30078125,31528.69921875,-133.707992553711,2257,2221,"Rx",2.0737795724124e-06,5.05303422237726,"Larval brain 1"
24621.400390625,31614.599609375,-125.725997924805,1147,2425,"Optix",2.60966001551551e-06,4.86856631950812,"Larval brain 1"
24539.599609375,31523.5,-133.216995239258,1617,2815,"Rx",2.43061374579958e-06,4.15813744547565,"Larval brain 1"
24639.900390625,31619.5,-121.527000427246,1021,2663,"Optix",2.78995461725206e-06,4.68311896066227,"Larval brain 1"
24636.30078125,31620.19921875,-127.519996643066,1097,2715,"Optix",2.44641514377241e-06,4.98111743812649,"Larval brain 1"
24641.400390625,31624.80078125,-131.106002807617,898.5,1679,"Optix",1.45229308968606e-06,7.35046413506613,"Larval brain 1"
24540.5,31528.30078125,-134.875,1631,2679,"Rx",2.34228343549611e-06,4.59795889480821,"Larval brain 1"
24539,31525.5,-133.013000488281,1599,2559,"Rx",2.29018369194867e-06,4.15390854797148,"Larval brain 1"
